pass_number, pass_time, average_time, microseconds_since_last_write, nsSleep_time
63, 508042, 507889, 84, 0
64, 515692, 508011, 106, 0
65, 516085, 508135, 108, 0
66, 511704, 508189, 110, 0
67, 512077, 508247, 102, 0
68, 515728, 508357, 113, 0
69, 511915, 508408, 93, 0
70, 511897, 508458, 107, 0
71, 515880, 508563, 114, 0
72, 516020, 508666, 128, 0
73, 511745, 508709, 109, 0
74, 511907, 508752, 97, 0
75, 512043, 508796, 87, 0
76, 515879, 508889, 126, 0
77, 515886, 508980, 107, 0
78, 515884, 509068, 112, 0
79, 511887, 509104, 111, 0
80, 515691, 509186, 124, 0
81, 511959, 509220, 80, 0
82, 515950, 509302, 107, 0
83, 507973, 509286, 117, 0
84, 515776, 509364, 105, 0
85, 515977, 509441, 117, 0
86, 511891, 509470, 112, 0
87, 488308, 509227, 109, 0
88, 539403, 509570, 80, 0
89, 511835, 509595, 112, 0
90, 516028, 509667, 114, 0
91, 507867, 509647, 110, 0
92, 515764, 509713, 116, 0
93, 516033, 509781, 107, 0
94, 511903, 509804, 104, 0
95, 511742, 509824, 109, 0
96, 516050, 509889, 88, 0
97, 511773, 509908, 108, 0
98, 515840, 509969, 116, 0
99, 507875, 509948, 114, 0
100, 516048, 510009, 112, 0
101, 511706, 510026, 126, 0
102, 512051, 510045, 105, 0
103, 511751, 510062, 119, 0
104, 515912, 510118, 113, 0
105, 460914, 509650, 107, 0
106, 566994, 510191, 88, 0
107, 511770, 510205, 114, 0
108, 511845, 510221, 101, 0
109, 512932, 510245, 114, 0
110, 511517, 510257, 111, 0
111, 512352, 510276, 127, 0
112, 511677, 510288, 113, 0
113, 510977, 510294, 112, 0
114, 511795, 510308, 121, 0
115, 511755, 510320, 110, 0
116, 510880, 510325, 119, 0
117, 512481, 510343, 120, 0
118, 511648, 510354, 177, 0
119, 510409, 510355, 119, 0
120, 511430, 510364, 115, 0
121, 886709, 513474, 108, 0
122, 138778, 510403, 109, 0
123, 508609, 510388, 113, 0
124, 684320, 511791, 163, 0
125, 514148, 511810, 148, 0
126, 514183, 511829, 112, 0
127, 513047, 511838, 121, 0
128, 513157, 511849, 156, 0
129, 514567, 511870, 121, 0
130, 514475, 511890, 113, 0
131, 513779, 511904, 106, 0
132, 514290, 511922, 82, 0
133, 514983, 511945, 109, 0
134, 514239, 511962, 117, 0
135, 553715, 512272, 119, 0
136, 519887, 512328, 107, 0
137, 519783, 512382, 108, 0
138, 515994, 512408, 110, 0
139, 519738, 512461, 107, 0
140, 523908, 512543, 105, 0
141, 520017, 512596, 112, 0
142, 515709, 512618, 123, 0
143, 519921, 512669, 109, 0
144, 519863, 512719, 113, 0
145, 520054, 512769, 99, 0
146, 519708, 512817, 114, 0
147, 515952, 512838, 74, 0
148, 523929, 512913, 113, 0
149, 515877, 512933, 115, 0
150, 519827, 512979, 125, 0
151, 519861, 513024, 108, 0
152, 519955, 513070, 75, 0
153, 519872, 513114, 108, 0
154, 516058, 513134, 108, 0
155, 515761, 513150, 123, 0
156, 520002, 513194, 110, 0
157, 519780, 513236, 113, 0
158, 519994, 513279, 106, 0
159, 515895, 513296, 105, 0
160, 519754, 513336, 113, 0
161, 519859, 513376, 112, 0
162, 515879, 513392, 119, 0
163, 516058, 513408, 89, 0
164, 519884, 513448, 124, 0
165, 519752, 513486, 107, 0
166, 520003, 513525, 123, 0
167, 515886, 513539, 112, 0
168, 519894, 513577, 112, 0
169, 519886, 513614, 108, 0
170, 519885, 513651, 107, 0
171, 515874, 513664, 124, 0
172, 519872, 513700, 124, 0
173, 519761, 513735, 115, 0
174, 488206, 513589, 109, 0
175, 543582, 513760, 123, 0
176, 519988, 513795, 100, 0
177, 515892, 513807, 112, 0
178, 519741, 513841, 104, 0
179, 515968, 513853, 87, 0
180, 515849, 513864, 115, 0
181, 519895, 513897, 103, 0
182, 519840, 513930, 170, 0
183, 515963, 513941, 138, 0
184, 519921, 513973, 85, 0
185, 515884, 513984, 117, 0
186, 519892, 514015, 113, 0
187, 515839, 514025, 122, 0
188, 515855, 514035, 109, 0
189, 519968, 514066, 109, 0
190, 515878, 514076, 107, 0
191, 515887, 514085, 108, 0
192, 519899, 514115, 103, 0
193, 515879, 514125, 107, 0
194, 519886, 514154, 122, 0
195, 515787, 514163, 107, 0
196, 515979, 514172, 115, 0
197, 519893, 514201, 108, 0
198, 515882, 514209, 113, 0
199, 519874, 514238, 125, 0
200, 515883, 514246, 109, 0
