pass_number, pass_time, average_time, microseconds_since_last_write, nsSleep_time
117, 58167, 169597, 1150354, 1160000
118, 57530, 168647, 1160445, 1170000
119, 57992, 167718, 1170447, 1180000
120, 58633, 166808, 1180447, 1190000
121, 58398, 165913, 1190565, 1200000
122, 57571, 165024, 1200464, 1210000
123, 1142, 163692, 1210496, 1220000
124, 57989, 162840, 1220416, 1230000
125, 57238, 161995, 1230267, 1240000
126, 58132, 161171, 1240434, 1250000
127, 4410, 159936, 1250238, 1260000
128, 58478, 159144, 1260452, 1270000
129, 57313, 158354, 1270431, 1280000
130, 56996, 157574, 1280566, 1290000
131, 58362, 156817, 1290511, 1300000
132, 58165, 156070, 1300469, 1310000
133, 57782, 155331, 1310315, 1320000
134, 57278, 154599, 1320287, 1330000
135, 58137, 153884, 1330474, 1340000
136, 57547, 153176, 1340577, 1350000
137, 57125, 152475, 1350574, 1360000
138, 58262, 151792, 1360482, 1370000
139, 58410, 151120, 1370355, 1380000
140, 58202, 150457, 1380293, 1390000
141, 57196, 149795, 1390392, 1400000
142, 58208, 149150, 1400573, 1410000
143, 57606, 148510, 1410575, 1420000
144, 57248, 147876, 1420608, 1430000
145, 58240, 147258, 1430552, 1440000
146, 58234, 146648, 1440360, 1450000
147, 58078, 146046, 1450332, 1460000
148, 57519, 145448, 1460570, 1470000
149, 1093, 144479, 1470504, 1480000
150, 58277, 143904, 1480277, 1490000
151, 57119, 143330, 1490558, 1500000
152, 58307, 142770, 1500481, 1510000
153, 434331, 144676, 1510380, 1520000
154, 58041, 144113, 1520321, 1530000
155, 57586, 143555, 1530430, 1540000
156, 58539, 143010, 1540253, 1550000
157, 58207, 142470, 1550395, 1560000
158, 57626, 141933, 1560565, 1570000
159, 58124, 141406, 1570262, 1580000
160, 57260, 140880, 1580318, 1590000
161, 58335, 140367, 1590509, 1600000
162, 57481, 139855, 1600295, 1610000
163, 58137, 139354, 1610623, 1620000
164, 58596, 138862, 1620514, 1630000
165, 57575, 138369, 1630458, 1640000
166, 58075, 137885, 1640466, 1650000
167, 57106, 137402, 1650443, 1660000
168, 58208, 136930, 1660469, 1670000
169, 57696, 136461, 1670513, 1680000
170, 1182, 135666, 1680384, 1690000
171, 58548, 135215, 1690781, 1700000
172, 57386, 134762, 1700310, 1710000
173, 58625, 134322, 1710301, 1720000
174, 57517, 133881, 1720499, 1730000
175, 58461, 133450, 1730463, 1740000
176, 58614, 133024, 1740545, 1750000
177, 59250, 132608, 1750196, 1760000
178, 57781, 132187, 1760489, 1770000
179, 57633, 131771, 1770369, 1780000
180, 58421, 131363, 1780522, 1790000
181, 57212, 130954, 1790657, 1800000
182, 58187, 130554, 1800570, 1810000
183, 58459, 130160, 1810362, 1820000
184, 59208, 129774, 1820491, 1830000
185, 57643, 129384, 1830389, 1840000
186, 57688, 128999, 1840467, 1850000
187, 58523, 128622, 1850349, 1860000
188, 57302, 128243, 1860464, 1870000
189, 1280, 127571, 1870580, 1880000
190, 58195, 127206, 1880425, 1890000
191, 59113, 126849, 1890619, 1900000
192, 57801, 126490, 1900390, 1910000
193, 57583, 126133, 1910460, 1920000
194, 58459, 125784, 1920498, 1930000
195, 59714, 125445, 1930456, 1940000
196, 58565, 125104, 1940517, 1950000
197, 58804, 124767, 1950621, 1960000
198, 57220, 124426, 1960527, 1970000
199, 57361, 124089, 1970365, 1980000
200, 57652, 123757, 1980362, 1990000
