pass_number, pass_time, average_time, microseconds_since_last_write, nsSleep_time
92, 58353, 61795, 1000373, 1000000
93, 1561, 61147, 1000407, 1000000
94, 58166, 61116, 1000354, 1000000
95, 57918, 61082, 1000388, 1000000
96, 59413, 61064, 1000365, 1000000
97, 57651, 61029, 1000283, 1000000
98, 58212, 61001, 1000414, 1000000
99, 58558, 60976, 1000407, 1000000
100, 57342, 60939, 1000393, 1000000
101, 58499, 60915, 1000277, 1000000
102, 57785, 60885, 1000245, 1000000
103, 59077, 60867, 1000306, 1000000
104, 57353, 60833, 1000195, 1000000
105, 58330, 60809, 1000266, 1000000
106, 58148, 60784, 1000265, 1000000
107, 57231, 60751, 1000302, 1000000
108, 58679, 60732, 1000302, 1000000
109, 58135, 60708, 1000265, 1000000
110, 59342, 60696, 1000315, 1000000
111, 57626, 60668, 1000426, 1000000
112, 97848, 61000, 1000266, 1000000
113, 58496, 60978, 1000411, 1000000
114, 57357, 60946, 1000256, 1000000
115, 58663, 60926, 1000251, 1000000
116, 58485, 60905, 1000278, 1000000
117, 58211, 60882, 1000363, 1000000
118, 57701, 60855, 1000423, 1000000
119, 58795, 60838, 1000191, 1000000
120, 58635, 60819, 1000287, 1000000
121, 57445, 60792, 1000407, 1000000
122, 58594, 60774, 1000392, 1000000
123, 57998, 60751, 1000684, 1000000
124, 58566, 60733, 1000272, 1000000
125, 57373, 60706, 1000240, 1000000
126, 1507, 60237, 1000206, 1000000
127, 58068, 60220, 1000325, 1000000
128, 57572, 60199, 1000234, 1000000
129, 58387, 60185, 1000222, 1000000
130, 57792, 60166, 1000312, 1000000
131, 58080, 60150, 1000441, 1000000
132, 57333, 60129, 1000373, 1000000
133, 59054, 60121, 1000467, 1000000
134, 58517, 60109, 1000454, 1000000
135, 57525, 60090, 1000418, 1000000
136, 58525, 60078, 1000451, 1000000
137, 432460, 62797, 1000411, 1000000
138, 58355, 62764, 1000313, 1000000
139, 57218, 62724, 1000343, 1000000
140, 59148, 62699, 1000412, 1000000
141, 58600, 62670, 1000429, 1000000
142, 57204, 62631, 1000412, 1000000
143, 58074, 62599, 1000414, 1000000
144, 58430, 62570, 1000401, 1000000
145, 77247, 62672, 1000416, 1000000
146, 58070, 62640, 1000416, 1000000
147, 57340, 62604, 1000412, 1000000
148, 58969, 62580, 1000220, 1000000
149, 57517, 62546, 1000377, 1000000
150, 58067, 62516, 1000320, 1000000
151, 58464, 62489, 1000259, 1000000
152, 57856, 62458, 1000259, 1000000
153, 58191, 62430, 1000295, 1000000
154, 60308, 62417, 1000415, 1000000
155, 57581, 62386, 1000380, 1000000
156, 57504, 62354, 1000319, 1000000
157, 58121, 62327, 1000398, 1000000
158, 58223, 62301, 1000410, 1000000
159, 1306, 61918, 1000420, 1000000
160, 58336, 61895, 1000386, 1000000
161, 59952, 61883, 1000410, 1000000
162, 57462, 61856, 1000264, 1000000
163, 57292, 61828, 1000423, 1000000
164, 58441, 61807, 1000403, 1000000
165, 58294, 61786, 1000424, 1000000
166, 58029, 61763, 1000410, 1000000
167, 58182, 61742, 1000389, 1000000
168, 59913, 61731, 1000414, 1000000
169, 57491, 61706, 1000210, 1000000
170, 57191, 61679, 1000317, 1000000
171, 58559, 61661, 1000215, 1000000
172, 58497, 61643, 1000311, 1000000
173, 58188, 61623, 1000368, 1000000
174, 58173, 61603, 1000307, 1000000
175, 59440, 61590, 1000273, 1000000
176, 57436, 61567, 1000202, 1000000
177, 57530, 61544, 1000261, 1000000
178, 99244, 61756, 1000372, 1000000
179, 58562, 61738, 1000404, 1000000
180, 58059, 61718, 1000260, 1000000
181, 58007, 61697, 1000255, 1000000
182, 59346, 61684, 1000384, 1000000
183, 58579, 61667, 1000381, 1000000
184, 57262, 61643, 1000266, 1000000
185, 57172, 61619, 1000251, 1000000
186, 58225, 61601, 1000232, 1000000
187, 58337, 61583, 1000222, 1000000
188, 58314, 61566, 1000249, 1000000
189, 59243, 61554, 1000312, 1000000
190, 58454, 61537, 1000305, 1000000
191, 57370, 61516, 1000361, 1000000
192, 1402, 61202, 1000420, 1000000
193, 58315, 61187, 1000338, 1000000
194, 58187, 61172, 1000293, 1000000
195, 58308, 61157, 1000267, 1000000
196, 59653, 61150, 1000219, 1000000
197, 58184, 61135, 1000355, 1000000
198, 57562, 61117, 1000375, 1000000
199, 57542, 61099, 1000319, 1000000
200, 58324, 61085, 1000199, 1000000
