pass_number, pass_time, average_time, microseconds_since_last_write, nsSleep_time
140, 265, 137, 3, 1390
141, 145, 137, 1506, 1400
142, 266, 138, 6, 1410
143, 162, 138, 1511, 1420
144, 147, 138, 1534, 1430
145, 148, 138, 1542, 1440
146, 207, 139, 7, 1450
147, 151, 139, 1518, 1460
148, 254, 140, 3, 1470
149, 159, 140, 1586, 1480
150, 281, 141, 7, 1490
151, 194, 141, 1576, 1500
152, 149, 141, 1564, 1510
153, 277, 142, 4, 1520
154, 274, 143, 7, 1530
155, 159, 143, 1597, 1540
156, 243, 144, 1629, 1550
157, 96, 143, 1617, 1560
158, 287, 144, 1645, 1570
159, 130, 144, 1683, 1580
160, 275, 145, 1740, 1590
161, 144, 145, 1657, 1600
162, 80, 145, 1709, 1610
163, 239, 145, 1745, 1620
164, 167, 145, 1739, 1630
165, 241, 146, 8, 1640
166, 228, 146, 1765, 1650
167, 165, 146, 1722, 1660
168, 143, 146, 1772, 1670
169, 280, 147, 6, 1680
170, 149, 147, 1796, 1690
171, 150, 147, 1754, 1700
172, 236, 148, 6, 1710
173, 113, 148, 1824, 1720
174, 254, 148, 8, 1730
175, 126, 148, 1813, 1740
176, 125, 148, 1801, 1750
177, 257, 148, 7, 1760
178, 131, 148, 1880, 1770
179, 158, 148, 1821, 1780
180, 154, 148, 1844, 1790
181, 178, 149, 1836, 1800
182, 153, 149, 1914, 1810
183, 214, 149, 11, 1820
184, 273, 150, 2, 1830
185, 271, 150, 1906, 1840
186, 284, 151, 1964, 1850
187, 175, 151, 1938, 1860
188, 285, 152, 2020, 1870
189, 95, 152, 1935, 1880
190, 94, 151, 1988, 1890
191, 201, 152, 2000, 1900
192, 287, 152, 1975, 1910
193, 268, 153, 2006, 1920
194, 101, 153, 2003, 1930
195, 147, 153, 1995, 1940
196, 142, 152, 2005, 1950
197, 206, 153, 7, 1960
198, 183, 153, 5, 1970
199, 128, 153, 2040, 1980
200, 219, 153, 2060, 1990
201, 98, 153, 2055, 2000
202, 303, 154, 2069, 2010
203, 258, 154, 2106, 2020
204, 241, 154, 4, 2030
205, 283, 155, 2231, 2040
206, 280, 156, 2201, 2050
207, 289, 156, 8, 2060
208, 103, 156, 2172, 2070
209, 95, 156, 2129, 2080
210, 90, 155, 2161, 2090
211, 228, 156, 7, 2100
212, 199, 156, 6, 2110
213, 148, 156, 2232, 2120
214, 180, 156, 2186, 2130
215, 285, 157, 2294, 2140
216, 273, 157, 2288, 2150
217, 173, 157, 6, 2160
218, 83, 157, 2222, 2170
219, 81, 157, 2278, 2180
220, 128, 156, 2240, 2190
221, 211, 157, 5, 2200
222, 64, 156, 2314, 2210
223, 66, 156, 2314, 2220
224, 65, 155, 2327, 2230
225, 142, 155, 9, 2240
226, 158, 155, 8, 2250
227, 253, 156, 10, 2260
228, 120, 156, 2349, 2270
229, 94, 155, 2379, 2280
230, 96, 155, 2388, 2290
231, 95, 155, 2398, 2300
232, 306, 156, 8, 2310
233, 300, 156, 2390, 2320
234, 277, 157, 2394, 2330
235, 312, 157, 8, 2340
236, 310, 158, 8, 2350
237, 263, 158, 6, 2360
238, 180, 159, 2443, 2370
239, 283, 159, 8, 2380
240, 311, 160, 2468, 2390
241, 141, 160, 2458, 2400
242, 270, 160, 7, 2410
243, 105, 160, 2478, 2420
244, 263, 160, 6, 2430
245, 127, 160, 2496, 2440
246, 223, 160, 11, 2450
247, 180, 160, 7, 2460
248, 95, 160, 2522, 2470
249, 251, 161, 7, 2480
250, 118, 160, 2544, 2490
251, 310, 161, 24, 2500
252, 313, 162, 9, 2510
253, 143, 161, 2595, 2520
254, 155, 161, 2582, 2530
255, 122, 161, 2596, 2540
256, 141, 161, 2656, 2550
257, 148, 161, 2661, 2560
258, 300, 162, 2689, 2570
259, 195, 162, 2660, 2580
260, 226, 162, 2698, 2590
261, 299, 163, 12, 2600
262, 160, 163, 2665, 2610
263, 213, 163, 2674, 2620
264, 281, 163, 7, 2630
265, 147, 163, 2747, 2640
266, 197, 163, 3, 2650
267, 145, 163, 2718, 2660
268, 185, 163, 2722, 2670
269, 211, 163, 2738, 2680
270, 145, 163, 2743, 2690
271, 235, 164, 2802, 2700
272, 163, 164, 2813, 2710
273, 229, 164, 7, 2720
274, 254, 164, 2888, 2730
275, 306, 165, 2888, 2740
276, 215, 165, 9, 2750
277, 250, 165, 2827, 2760
278, 230, 165, 2879, 2770
279, 326, 166, 2899, 2780
280, 126, 166, 2897, 2790
281, 187, 166, 2854, 2800
282, 180, 166, 2867, 2810
283, 155, 166, 2887, 2820
284, 153, 166, 2886, 2830
285, 216, 166, 9, 2840
286, 289, 166, 9, 2850
287, 267, 167, 8, 2860
288, 177, 167, 6, 2870
289, 201, 167, 6, 2880
290, 146, 167, 2970, 2890
291, 113, 167, 3002, 2900
292, 224, 167, 7, 2910
293, 235, 167, 6, 2920
294, 220, 167, 3038, 2930
295, 275, 168, 3045, 2940
296, 241, 168, 3067, 2950
297, 144, 168, 3046, 2960
298, 242, 168, 8, 2970
299, 304, 169, 3096, 2980
300, 182, 169, 3099, 2990
301, 253, 169, 8, 3000
302, 237, 169, 3121, 3010
303, 288, 170, 4, 3020
304, 146, 169, 3086, 3030
305, 148, 169, 3143, 3040
306, 156, 169, 3147, 3050
307, 208, 169, 3127, 3060
308, 285, 170, 3, 3070
309, 142, 170, 3170, 3080
310, 331, 170, 3199, 3090
311, 250, 170, 3162, 3100
312, 299, 171, 7, 3110
313, 274, 171, 3, 3120
314, 215, 171, 9, 3130
315, 275, 172, 9, 3140
316, 256, 172, 7, 3150
317, 264, 172, 3244, 3160
318, 218, 172, 7, 3170
319, 320, 173, 3295, 3180
320, 196, 173, 7, 3190
321, 237, 173, 14, 3200
322, 157, 173, 3270, 3210
323, 110, 173, 3275, 3220
324, 243, 173, 3338, 3230
325, 236, 173, 3323, 3240
326, 190, 173, 3308, 3250
327, 348, 174, 3403, 3260
328, 202, 174, 8, 3270
329, 291, 174, 7, 3280
330, 318, 175, 9, 3290
331, 267, 175, 7, 3300
332, 216, 175, 3426, 3310
333, 314, 176, 6, 3320
334, 288, 176, 5, 3330
335, 319, 176, 3487, 3340
336, 308, 177, 3462, 3350
337, 305, 177, 3474, 3360
338, 284, 177, 7, 3370
339, 155, 177, 3526, 3380
340, 194, 177, 3501, 3390
341, 315, 178, 6, 3400
342, 230, 178, 7, 3410
343, 202, 178, 3501, 3420
344, 314, 178, 3558, 3430
345, 357, 179, 3565, 3440
346, 217, 179, 6, 3450
347, 184, 179, 3569, 3460
348, 149, 179, 3528, 3470
349, 358, 179, 3556, 3480
350, 227, 180, 8, 3490
351, 299, 180, 3615, 3500
352, 185, 180, 3622, 3510
353, 221, 180, 7, 3520
354, 222, 180, 3647, 3530
355, 322, 181, 3654, 3540
356, 143, 180, 3659, 3550
357, 221, 181, 9, 3560
358, 359, 181, 3658, 3570
359, 339, 182, 3659, 3580
360, 358, 182, 3712, 3590
361, 295, 182, 3717, 3600
362, 184, 182, 4, 3610
363, 291, 183, 3690, 3620
364, 355, 183, 3716, 3630
365, 234, 183, 7, 3640
366, 332, 184, 3769, 3650
367, 186, 184, 8, 3660
368, 244, 184, 3783, 3670
369, 289, 184, 3, 3680
370, 139, 184, 3797, 3690
371, 330, 184, 8, 3700
372, 345, 185, 3796, 3710
373, 258, 185, 9, 3720
374, 320, 185, 3870, 3730
375, 282, 186, 3803, 3740
376, 297, 186, 3861, 3750
377, 302, 186, 3873, 3760
378, 296, 186, 3937, 3770
379, 308, 187, 3970, 3780
380, 358, 187, 3966, 3790
381, 376, 188, 3979, 3800
382, 366, 188, 4001, 3810
383, 366, 189, 3999, 3820
384, 286, 189, 7, 3830
385, 212, 189, 6, 3840
386, 346, 189, 4024, 3850
387, 367, 190, 4043, 3860
388, 325, 190, 3995, 3870
389, 356, 191, 4054, 3880
390, 323, 191, 3981, 3890
391, 250, 191, 7, 3900
392, 137, 191, 3970, 3910
393, 299, 191, 3979, 3920
394, 158, 191, 3988, 3930
395, 280, 191, 4209, 3940
396, 329, 192, 4070, 3950
397, 317, 192, 4027, 3960
398, 285, 192, 4033, 3970
399, 357, 193, 4113, 3980
400, 154, 193, 4093, 3990
401, 337, 193, 4176, 4000
402, 331, 193, 7, 4010
403, 168, 193, 4127, 4020
404, 347, 194, 7, 4030
405, 328, 194, 4168, 4040
406, 303, 194, 4117, 4050
407, 382, 195, 5, 4060
408, 322, 195, 4492, 4070
409, 313, 195, 4148, 4080
410, 268, 195, 4169, 4090
411, 331, 196, 4216, 4100
412, 371, 196, 4225, 4110
413, 290, 196, 4281, 4120
414, 274, 197, 4240, 4130
415, 285, 197, 4263, 4140
416, 204, 197, 4255, 4150
417, 309, 197, 4279, 4160
418, 345, 197, 4302, 4170
419, 379, 198, 4288, 4180
420, 276, 198, 4291, 4190
421, 344, 198, 4274, 4200
422, 387, 199, 6, 4210
423, 263, 199, 4338, 4220
424, 282, 199, 4340, 4230
425, 351, 200, 7, 4240
426, 350, 200, 4323, 4250
427, 284, 200, 4374, 4260
428, 159, 200, 4329, 4270
429, 209, 200, 4387, 4280
430, 390, 200, 4416, 4290
431, 383, 201, 4404, 4300
432, 393, 201, 7, 4310
433, 322, 202, 4453, 4320
434, 373, 202, 4521, 4330
435, 224, 202, 9, 4340
436, 376, 202, 4456, 4350
437, 374, 203, 4487, 4360
438, 277, 203, 7, 4370
439, 218, 203, 4486, 4380
440, 274, 203, 4545, 4390
441, 247, 203, 4540, 4400
442, 344, 204, 4700, 4410
443, 355, 204, 4589, 4420
444, 316, 204, 4554, 4430
445, 318, 204, 4730, 4440
446, 359, 205, 4821, 4450
447, 371, 205, 4714, 4460
448, 366, 206, 4711, 4470
449, 388, 206, 4777, 4480
450, 292, 206, 4662, 4490
451, 382, 207, 9, 4500
452, 389, 207, 5425, 4510
453, 325, 207, 4612, 4520
454, 180, 207, 4591, 4530
455, 339, 207, 4646, 4540
456, 373, 208, 4829, 4550
457, 304, 208, 4857, 4560
458, 229, 208, 4630, 4570
459, 269, 208, 7, 4580
460, 364, 208, 4707, 4590
461, 357, 209, 4666, 4600
462, 363, 209, 20, 4610
463, 317, 209, 4783, 4620
464, 274, 210, 4791, 4630
465, 381, 210, 4777, 4640
466, 359, 210, 4827, 4650
467, 381, 211, 4822, 4660
468, 344, 211, 4917, 4670
469, 365, 211, 4821, 4680
470, 294, 211, 4860, 4690
471, 380, 212, 8, 4700
472, 380, 212, 4795, 4710
473, 160, 212, 7, 4720
474, 298, 212, 4794, 4730
475, 422, 213, 4852, 4740
476, 189, 213, 9, 4750
477, 280, 213, 4875, 4760
478, 383, 213, 4893, 4770
479, 291, 213, 7, 4780
480, 357, 213, 4907, 4790
481, 266, 214, 7, 4800
482, 376, 214, 4998, 4810
483, 376, 214, 4960, 4820
484, 383, 215, 4935, 4830
485, 361, 215, 5017, 4840
486, 364, 215, 5027, 4850
487, 360, 216, 5036, 4860
488, 413, 216, 5047, 4870
489, 377, 216, 5069, 4880
490, 374, 217, 5081, 4890
491, 377, 217, 9, 4900
492, 410, 217, 5035, 4910
493, 340, 218, 5201, 4920
494, 373, 218, 5049, 4930
495, 418, 218, 5070, 4940
496, 190, 218, 5018, 4950
497, 427, 219, 5081, 4960
498, 354, 219, 5039, 4970
499, 387, 219, 5056, 4980
500, 379, 220, 5181, 4990
501, 361, 220, 5127, 5000
502, 384, 220, 5152, 5010
503, 419, 221, 5197, 5020
504, 379, 221, 5197, 5030
505, 366, 221, 5142, 5040
506, 372, 221, 5153, 5050
507, 177, 221, 5181, 5060
508, 367, 222, 5256, 5070
509, 359, 222, 5161, 5080
510, 209, 222, 5152, 5090
511, 387, 222, 5171, 5100
512, 255, 222, 9, 5110
513, 351, 223, 5208, 5120
514, 359, 223, 5201, 5130
515, 363, 223, 7, 5140
516, 274, 223, 5272, 5150
517, 313, 223, 5289, 5160
518, 212, 223, 5276, 5170
519, 375, 224, 5300, 5180
520, 307, 224, 5258, 5190
521, 400, 224, 5295, 5200
522, 381, 224, 5453, 5210
523, 374, 225, 5386, 5220
524, 327, 225, 5403, 5230
525, 416, 225, 8, 5240
526, 429, 226, 5441, 5250
527, 377, 226, 5478, 5260
528, 383, 226, 5459, 5270
529, 414, 227, 8, 5280
530, 345, 227, 8, 5290
531, 375, 227, 5396, 5300
532, 423, 227, 5419, 5310
533, 298, 228, 9, 5320
534, 367, 228, 5443, 5330
535, 348, 228, 5508, 5340
536, 320, 228, 5495, 5350
537, 394, 229, 5457, 5360
538, 177, 228, 5442, 5370
539, 390, 229, 5497, 5380
540, 303, 229, 5490, 5390
541, 422, 229, 5541, 5400
542, 373, 229, 5600, 5410
543, 433, 230, 5587, 5420
544, 435, 230, 5622, 5430
545, 324, 230, 5591, 5440
546, 320, 231, 5618, 5450
547, 371, 231, 5589, 5460
548, 372, 231, 5660, 5470
549, 321, 231, 11, 5480
550, 334, 231, 8, 5490
551, 313, 232, 5564, 5500
552, 346, 232, 5652, 5510
553, 327, 232, 5662, 5520
554, 440, 232, 5719, 5530
555, 371, 233, 5833, 5540
556, 367, 233, 5741, 5550
557, 410, 233, 5697, 5560
558, 283, 233, 5729, 5570
559, 374, 233, 5769, 5580
560, 411, 234, 5712, 5590
561, 380, 234, 5737, 5600
562, 435, 234, 5985, 5610
563, 453, 235, 5920, 5620
564, 435, 235, 5814, 5630
565, 429, 235, 5787, 5640
566, 359, 236, 5831, 5650
567, 373, 236, 5850, 5660
568, 345, 236, 5806, 5670
569, 354, 236, 5810, 5680
570, 439, 237, 5817, 5690
571, 319, 237, 5784, 5700
572, 308, 237, 5887, 5710
573, 263, 237, 5784, 5720
574, 172, 237, 5841, 5730
575, 334, 237, 5850, 5740
576, 376, 237, 5829, 5750
577, 330, 237, 5830, 5760
578, 316, 238, 5837, 5770
579, 328, 238, 5950, 5780
580, 369, 238, 5860, 5790
581, 353, 238, 5995, 5800
582, 311, 238, 5934, 5810
583, 337, 238, 5939, 5820
584, 333, 239, 5953, 5830
585, 316, 239, 6125, 5840
586, 360, 239, 6018, 5850
587, 363, 239, 6019, 5860
588, 423, 239, 6047, 5870
589, 367, 240, 5952, 5880
590, 207, 240, 6004, 5890
591, 390, 240, 9, 5900
592, 298, 240, 5981, 5910
593, 387, 240, 5991, 5920
594, 453, 241, 6045, 5930
595, 362, 241, 6072, 5940
596, 383, 241, 6127, 5950
597, 368, 241, 6079, 5960
598, 383, 241, 6064, 5970
599, 365, 242, 6080, 5980
600, 373, 242, 6168, 5990
601, 380, 242, 6104, 6000
602, 369, 242, 6268, 6010
603, 375, 243, 6212, 6020
604, 457, 243, 6178, 6030
605, 257, 243, 2, 6040
606, 369, 243, 6164, 6050
607, 362, 243, 6192, 6060
608, 365, 244, 6203, 6070
609, 366, 244, 6163, 6080
610, 362, 244, 6222, 6090
611, 455, 244, 6219, 6100
612, 368, 244, 6298, 6110
613, 299, 245, 6296, 6120
614, 272, 245, 6192, 6130
615, 173, 244, 6199, 6140
616, 369, 245, 6258, 6150
617, 328, 245, 6254, 6160
618, 342, 245, 6303, 6170
619, 343, 245, 6304, 6180
620, 338, 245, 6277, 6190
621, 416, 246, 6366, 6200
622, 302, 246, 6385, 6210
623, 404, 246, 6459, 6220
624, 192, 246, 6339, 6230
625, 322, 246, 6519, 6240
626, 426, 246, 6378, 6250
627, 323, 246, 6435, 6260
628, 339, 247, 6350, 6270
629, 347, 247, 6405, 6280
630, 377, 247, 6384, 6290
631, 468, 247, 6431, 6300
632, 337, 247, 6556, 6310
633, 316, 247, 6436, 6320
634, 320, 248, 6453, 6330
635, 371, 248, 6409, 6340
636, 462, 248, 6481, 6350
637, 361, 248, 6439, 6360
638, 279, 248, 6491, 6370
639, 270, 248, 6495, 6380
640, 344, 249, 6474, 6390
641, 468, 249, 6480, 6400
642, 311, 249, 6577, 6410
643, 310, 249, 6483, 6420
644, 350, 249, 6569, 6430
645, 311, 249, 6513, 6440
646, 378, 249, 6585, 6450
647, 375, 250, 6667, 6460
648, 420, 250, 6667, 6470
649, 317, 250, 6544, 6480
650, 308, 250, 6553, 6490
651, 372, 250, 6584, 6500
652, 346, 250, 6576, 6510
653, 319, 251, 6637, 6520
654, 338, 251, 6793, 6530
655, 396, 251, 6666, 6540
656, 382, 251, 6789, 6550
657, 397, 251, 6820, 6560
658, 389, 252, 6742, 6570
659, 302, 252, 6747, 6580
660, 287, 252, 6778, 6590
661, 286, 252, 6760, 6600
662, 332, 252, 6781, 6610
663, 428, 252, 6907, 6620
664, 419, 252, 6747, 6630
665, 383, 253, 6817, 6640
666, 364, 253, 6827, 6650
667, 381, 253, 6802, 6660
668, 295, 253, 6790, 6670
669, 392, 253, 6772, 6680
670, 341, 253, 6879, 6690
671, 320, 253, 6819, 6700
672, 341, 254, 6830, 6710
673, 454, 254, 6889, 6720
674, 311, 254, 6856, 6730
675, 300, 254, 6854, 6740
676, 458, 254, 6869, 6750
677, 295, 254, 6882, 6760
678, 297, 254, 6904, 6770
679, 382, 255, 6920, 6780
680, 309, 255, 6917, 6790
681, 312, 255, 6991, 6800
682, 334, 255, 6983, 6810
683, 347, 255, 6951, 6820
684, 380, 255, 6918, 6830
685, 349, 255, 6989, 6840
686, 368, 256, 6976, 6850
687, 394, 256, 6969, 6860
688, 361, 256, 6954, 6870
689, 330, 256, 7156, 6880
690, 351, 256, 6966, 6890
691, 364, 256, 7002, 6900
692, 503, 257, 9, 6910
693, 307, 257, 7038, 6920
694, 410, 257, 7001, 6930
695, 366, 257, 7083, 6940
696, 373, 257, 7024, 6950
697, 322, 257, 7086, 6960
698, 365, 257, 7052, 6970
699, 359, 258, 7076, 6980
700, 401, 258, 7066, 6990
701, 202, 258, 8, 7000
702, 349, 258, 7084, 7010
703, 500, 258, 7229, 7020
704, 334, 258, 7221, 7030
705, 379, 258, 7158, 7040
706, 325, 259, 7177, 7050
707, 338, 259, 7184, 7060
708, 337, 259, 7247, 7070
709, 366, 259, 7199, 7080
710, 437, 259, 7280, 7090
711, 475, 260, 7244, 7100
712, 377, 260, 7220, 7110
713, 427, 260, 7389, 7120
714, 496, 260, 7313, 7130
715, 385, 260, 7431, 7140
716, 322, 261, 10, 7150
717, 366, 261, 7341, 7160
718, 480, 261, 7317, 7170
719, 386, 261, 7371, 7180
720, 346, 261, 7263, 7190
721, 283, 261, 7269, 7200
722, 314, 261, 7278, 7210
723, 295, 261, 7286, 7220
724, 349, 262, 7422, 7230
725, 370, 262, 7362, 7240
726, 378, 262, 7437, 7250
727, 320, 262, 7327, 7260
728, 314, 262, 7344, 7270
729, 365, 262, 7384, 7280
730, 392, 262, 7364, 7290
731, 513, 263, 7378, 7300
732, 349, 263, 7423, 7310
733, 316, 263, 7439, 7320
734, 304, 263, 7451, 7330
735, 369, 263, 7416, 7340
736, 307, 263, 7538, 7350
737, 472, 263, 7481, 7360
738, 315, 263, 7561, 7370
739, 322, 264, 7451, 7380
740, 357, 264, 7673, 7390
741, 373, 264, 7522, 7400
742, 385, 264, 7586, 7410
743, 297, 264, 7656, 7420
744, 307, 264, 7553, 7430
745, 336, 264, 7639, 7440
746, 329, 264, 7574, 7450
747, 367, 264, 7751, 7460
748, 322, 264, 7623, 7470
749, 332, 265, 7600, 7480
750, 435, 265, 7680, 7490
751, 302, 265, 7593, 7500
752, 369, 265, 7694, 7510
753, 360, 265, 7695, 7520
754, 379, 265, 7682, 7530
755, 389, 265, 7718, 7540
756, 453, 266, 7699, 7550
757, 327, 266, 7709, 7560
758, 328, 266, 7671, 7570
759, 443, 266, 7771, 7580
760, 421, 266, 7702, 7590
761, 385, 266, 7703, 7600
762, 303, 266, 7693, 7610
763, 305, 266, 7739, 7620
764, 373, 267, 7716, 7630
765, 311, 267, 7756, 7640
766, 386, 267, 7790, 7650
767, 357, 267, 7767, 7660
768, 369, 267, 7925, 7670
769, 425, 267, 7814, 7680
770, 319, 267, 7825, 7690
771, 357, 267, 7837, 7700
772, 372, 268, 7812, 7710
773, 370, 268, 7853, 7720
774, 302, 268, 7813, 7730
775, 332, 268, 7812, 7740
776, 349, 268, 7869, 7750
777, 333, 268, 7954, 7760
778, 365, 268, 7961, 7770
779, 513, 268, 7880, 7780
780, 300, 269, 7961, 7790
781, 322, 269, 7874, 7800
782, 314, 269, 7993, 7810
783, 309, 269, 8076, 7820
784, 365, 269, 8017, 7830
785, 390, 269, 7967, 7840
786, 381, 269, 7919, 7850
787, 317, 269, 7971, 7860
788, 377, 269, 8053, 7870
789, 368, 269, 7959, 7880
790, 329, 270, 8058, 7890
791, 336, 270, 8092, 7900
792, 431, 270, 8169, 7910
793, 319, 270, 8054, 7920
794, 461, 270, 8067, 7930
795, 368, 270, 8172, 7940
796, 359, 270, 8128, 7950
797, 316, 270, 8072, 7960
798, 344, 270, 8111, 7970
799, 329, 271, 8172, 7980
800, 320, 271, 8156, 7990
801, 307, 271, 8118, 8000
802, 317, 271, 8132, 8010
803, 374, 271, 8112, 8020
804, 285, 271, 8143, 8030
805, 323, 271, 8210, 8040
806, 338, 271, 8201, 8050
807, 320, 271, 8230, 8060
808, 306, 271, 8235, 8070
809, 290, 271, 8264, 8080
810, 304, 271, 8214, 8090
811, 324, 271, 8182, 8100
812, 328, 271, 8231, 8110
813, 342, 271, 8264, 8120
814, 463, 272, 8212, 8130
815, 325, 272, 8262, 8140
816, 363, 272, 8269, 8150
817, 390, 272, 8262, 8160
818, 474, 272, 8361, 8170
819, 348, 272, 8297, 8180
820, 428, 272, 8401, 8190
821, 296, 273, 8382, 8200
822, 344, 273, 8396, 8210
823, 477, 273, 8289, 8220
824, 375, 273, 8305, 8230
825, 318, 273, 8309, 8240
826, 328, 273, 8369, 8250
827, 350, 273, 8499, 8260
828, 335, 273, 12, 8270
829, 320, 273, 8451, 8280
830, 282, 273, 8378, 8290
831, 382, 273, 8370, 8300
832, 292, 273, 8377, 8310
833, 354, 274, 8453, 8320
834, 278, 274, 8480, 8330
835, 384, 274, 8440, 8340
836, 298, 274, 8460, 8350
837, 251, 274, 8440, 8360
838, 371, 274, 8503, 8370
839, 354, 274, 8447, 8380
840, 383, 274, 8524, 8390
841, 374, 274, 8535, 8400
842, 439, 274, 8699, 8410
843, 362, 274, 8502, 8420
844, 366, 275, 8668, 8430
845, 528, 275, 8745, 8440
846, 369, 275, 8598, 8450
847, 413, 275, 8633, 8460
848, 299, 275, 8600, 8470
849, 365, 275, 8541, 8480
850, 316, 275, 8602, 8490
851, 298, 275, 8579, 8500
852, 330, 275, 8643, 8510
853, 336, 275, 8836, 8520
854, 361, 276, 8658, 8530
855, 314, 276, 8666, 8540
856, 422, 276, 8621, 8550
857, 316, 276, 8702, 8560
858, 347, 276, 8742, 8570
859, 307, 276, 8871, 8580
860, 333, 276, 8715, 8590
861, 377, 276, 8771, 8600
862, 309, 276, 8743, 8610
863, 338, 276, 8813, 8620
864, 396, 276, 8755, 8630
865, 533, 277, 8824, 8640
866, 295, 277, 8771, 8650
867, 454, 277, 8810, 8660
868, 341, 277, 8876, 8670
869, 503, 277, 8821, 8680
870, 394, 277, 8893, 8690
871, 332, 277, 8918, 8700
872, 329, 277, 8829, 8710
873, 387, 278, 8814, 8720
874, 507, 278, 8804, 8730
875, 373, 278, 8887, 8740
876, 356, 278, 8877, 8750
877, 384, 278, 8952, 8760
878, 356, 278, 8861, 8770
879, 344, 278, 8970, 8780
880, 365, 278, 8913, 8790
881, 459, 279, 8987, 8800
882, 439, 279, 8923, 8810
883, 325, 279, 8926, 8820
884, 374, 279, 8909, 8830
885, 449, 279, 9106, 8840
886, 322, 279, 8951, 8850
887, 327, 279, 8993, 8860
888, 286, 279, 8, 8870
889, 364, 279, 8973, 8880
890, 510, 280, 9043, 8890
891, 395, 280, 8976, 8900
