pass_number, pass_time, average_time, microseconds_since_last_write, nsSleep_time
159, 58020, 59488, 1000405, 1000000
160, 57413, 59475, 1000375, 1000000
161, 57107, 59460, 1000420, 1000000
162, 59615, 59461, 1000246, 1000000
163, 58948, 59458, 1000309, 1000000
164, 58141, 59450, 1000269, 1000000
165, 58399, 59443, 1000400, 1000000
166, 58174, 59436, 1000416, 1000000
167, 97368, 59663, 1000383, 1000000
168, 57181, 59648, 1000531, 1000000
169, 59032, 59644, 1000411, 1000000
170, 58727, 59639, 1000411, 1000000
171, 57933, 59629, 1000242, 1000000
172, 57448, 59616, 1000138, 1000000
173, 58154, 59608, 1000417, 1000000
174, 58212, 59600, 1000315, 1000000
175, 57207, 59586, 1000287, 1000000
176, 59273, 59584, 1000308, 1000000
177, 59053, 59581, 1000170, 1000000
178, 58402, 59575, 1000372, 1000000
179, 57431, 59563, 1000422, 1000000
180, 57780, 59553, 1000383, 1000000
181, 58247, 59546, 1000360, 1000000
182, 57196, 59533, 1000412, 1000000
183, 59278, 59531, 1000251, 1000000
184, 59278, 59530, 1000373, 1000000
185, 58297, 59523, 1000334, 1000000
186, 1311, 59210, 1000415, 1000000
187, 57987, 59204, 1000425, 1000000
188, 58055, 59198, 1000410, 1000000
189, 56980, 59186, 1000267, 1000000
190, 59333, 59187, 1000226, 1000000
191, 58909, 59185, 1000407, 1000000
192, 58678, 59183, 1000408, 1000000
193, 431420, 61111, 1000422, 1000000
194, 58178, 61096, 1000415, 1000000
195, 57890, 61080, 1000361, 1000000
196, 56922, 61058, 1000265, 1000000
197, 57975, 61043, 1000280, 1000000
198, 58508, 61030, 1000419, 1000000
199, 57724, 61013, 1000282, 1000000
200, 98608, 61201, 1000167, 1000000
